Prompt,Style,Score,Readability,Simplicity,Actionability,Comfort,Explanation
What should I do if I miss a medication dose?,short + simplify + step-by-step,25.900000000000002,73.0,0,30,0,"If you forget to take your medicine, take it when you remember. But if it's almost time for the next one, just wait and take that one. Don't take two at once, like you wouldn't water a plant twice because you forgot yesterday.

👣 **Step-by-Step Instructions**:
1. Don't panic → Anywhere → Feel calm
2. Check the time → Clock → Shows current time
3. If within 2 hours → Clock → Shows less than 2 hours
4. Take missed dose → Medicine bottle → Has prescription label
5. If over 2 hours → Clock → Shows over 2 hours
6. Skip missed dose → Medicine bottle → Leave it untouched

⚠️ WARNING: Never double up on doses.

📊 This should help in most situations. (How sure I am: 82%)"
How do I keep track of birthdays?,short,41.0,59.0,58.00000000000001,0,0,"You may forget birthdays due to lack of organization. Use a digital calendar like Google Calendar or a physical planner to note down birthdays, and set reminders for each one.

📊 This should help in most situations. (How sure I am: 80%)"
How do I keep track of birthdays?,simplify,16.800000000000004,73.0,0,0,5,"Keeping track of birthdays can be just like tending to a garden. You wouldn't want to forget to water your plants, right? Similarly, you wouldn't want to forget a loved one's birthday. 

Here's a simple way to remember birthdays:

1. Get a calendar - it can be a physical one that you hang on your wall or a digital one on your phone or computer. 
2. Write down or type in everyone's birthdays on their respective dates. If it's a digital calendar, you can even set a reminder a few days before so you have time to get a card or gift. 
3. Check your calendar regularly, just like you would check on your plants. 

That way, no birthdays will slip your mind, just like no plant will go without water.

📊 This should help in most situations. (How sure I am: 84%)"
How do I keep track of birthdays?,step-by-step,35.6,74.0,19.999999999999996,0,0,"1. Open your phone → Main screen → Icon labeled 'Calendar'
2. Tap '+' button → Bottom right → Looks like a plus sign
3. Enter 'Birthday' → Top → Text field labeled 'Title'
4. Set date → Middle → Date selector (numbers in a grid)
5. Choose 'Yearly' → Bottom → Dropdown menu labeled 'Repeat'
6. Tap 'Save' → Top right → Looks like a floppy disk

📊 This should help in most situations. (How sure I am: 86%)"
How do I keep track of birthdays?,short + simplify,46.1,70.0,57.00000000000001,0,10,"You can use an online calendar like Google Calendar or Outlook to remind you of birthdays every year. Or, you can use a paper calendar and write the birthdays on it.

📊 This should help in most situations. (How sure I am: 80%)"
How do I keep track of birthdays?,short + step-by-step,23.900000000000006,58.0,0,30,10,"You can use a digital calendar like Google Calendar or Outlook to set annual reminders for birthdays. Alternatively, you can use a physical planner or calendar and write down each birthday.

👣 **Step-by-Step Instructions**:
1. Open your Calendar app → Home screen → Icon with a calendar
2. Tap the '+' button → Bottom right → Looks like a plus sign
3. Choose 'Event' → Top of screen → First option
4. Enter the birthday → Middle of screen → Type in 'Name's Birthday'
5. Set the date → Middle of screen → Tap on 'Date'
6. Switch on 'Repeat annually' → Bottom → Looks like a looping arrow

📊 This should help in most situations. (How sure I am: 86%)"
How do I keep track of birthdays?,simplify + step-by-step,10.100000000000005,68.0,0,30,15,"You can keep track of birthdays by using a calendar. You can use a traditional paper calendar or a digital one on your phone or computer. 

Think of it like planting seeds in a garden. Each birthday is a seed. You plant it on the date it occurs, like putting a note or reminder on that date in your calendar. When the date comes around, the seed 'sprouts' - that's your reminder to wish someone a happy birthday. You can even set your digital calendar to remind you a few days in advance, like a bud appearing before a flower blooms.

👣 **Step-by-Step Instructions**:
1. Open Calendar app → Home screen → Square with date
2. Tap + button → Bottom right → Red circle with +
3. Choose 'Event' → Top of screen → First option
4. Enter birthday details → Middle of screen → Text fields
5. Set to 'Repeat Annually' → Scroll down → Under 'Does not repeat'
6. Tap 'Done' → Top right → Blue button

📊 This should help in most situations. (How sure I am: 86%)"
How do I keep track of birthdays?,short + simplify + step-by-step,20.900000000000006,66.0,0,30,5,"Think of it like planting seeds in a garden. You can write down all the birthdays on a wall calendar, put them in your computer or phone calendar, or use a special app that reminds you. Set it to tell you a few days early, so you have time to get ready for the party.

👣 **Step-by-Step Instructions**:
1. Open Calendar app → home screen → square with date number
2. Tap + button → bottom right → looks like a plus sign
3. Enter birthday details → new event page → text fields
4. Set to repeat annually → options → circular arrow symbol
5. Save the event → top right → word 'Done'
6. Check the event → back to calendar → date with dot underneath

📊 This should help in most situations. (How sure I am: 86%)"
What’s a safe way to clip toenails if I have trouble bending?,short,32.1,36.0,59.00000000000001,0,0,"Difficulty in reaching your feet can be due to mobility issues or physical conditions. Use a long-handled toenail clipper or consider seeking assistance from a podiatrist or a caregiver.

📊 This should help in most situations. (How sure I am: 80%)"
What’s a safe way to clip toenails if I have trouble bending?,simplify,24.900000000000002,60.0,3.0000000000000027,0,0,"A safe way to trim your toenails if bending is difficult for you is to use a long-handled toenail clipper. It's a bit like using a long-handled garden tool to reach the back of your flower bed without having to stretch or bend over too much. The long handle on the clipper gives you the extra reach, making it easier to trim your nails without straining your back or legs. Always remember to take your time and be gentle to avoid any nicks or cuts.

📊 This should help in most situations. (How sure I am: 80%)"
What’s a safe way to clip toenails if I have trouble bending?,step-by-step,3.500000000000001,48.0,0,10,0,"1. Purchase a long-handled toenail clipper → online or store → looks like regular clipper with long handle
   Why: This tool is designed for those who have trouble bending.

2. Sit in a comfortable chair → living room or bedroom → any chair with back support

3. Lift your foot → on your knee → make sure it's stable
   Why: This position allows easier access to your toenails.

4. Hold the clipper → handle end → it's the longest part
   Why: Holding the clipper by the handle gives you better control.

5. Position the clipper → over a toenail → the cutting edges should be on the sides of the nail
   ⚠️ WARNING: Do not cut into the corners of the nail to avoid injury.

6. Press the clipper → handle end → toenail gets clipped
   Why: This action cuts the nail. Repeat for all toenails.

📊 This should help in most situations. (How sure I am: 82%)"
What’s a safe way to clip toenails if I have trouble bending?,short + simplify,47.3,86.0,43.00000000000001,0,0,"Use a toenail clipper with a long handle. This helps you cut your toenails without needing to bend over. Make sure you're in a place with good light. Cut your toenails straight across, like trimming a hedge, to prevent them from growing into your skin.

📊 This should help in most situations. (How sure I am: 80%)"
